,X,п..id,time,created_at,from_user_name,text,filter_level,possibly_sensitive,withheld_copyright,withheld_scope,truncated,retweet_count,favorite_count,lang,to_user_name,in_reply_to_status_id,quoted_status_id,source,location,lat,lng,from_user_id,from_user_realname,from_user_verified,from_user_description,from_user_url,from_user_profile_image_url,from_user_utcoffset,from_user_timezone,from_user_lang,from_user_tweetcount,from_user_followercount,from_user_friendcount,from_user_favourites_count,from_user_listed,from_user_withheld_scope,from_user_created_at
44242,44242,1268876925663051776,1591358808,2020-06-05 12:06:48,SaxCrooner,"RT @SusodeToro1: El SERGAS no hospitalizГі a ancianos con coronavirus y dependencia severa, muestra un documento oficial filtrado https://t.co/Pvpv1NZ1xG",low,NA,NA,NA,NA,0,0,es,,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Estat CatalГ  (CT),NA,NA,875955133871534080,SaxCrooner,0,"Cool-er,  Culer,  Cul-er!  Kattala, Cata-la, CatalГ !  Marquis d'Esade sapiofГ­lic i epicuri",,http://pbs.twimg.com/profile_images/875957460963602432/Ek5TOzH5_normal.jpg,NA,NA,NA,112963,1617,5004,129962,4,NA,2017-06-17 05:55:53
1836,1836,1235537042982879232,1583409960,2020-03-05 12:06:00,rayoguzmanc,RT @BrutalTrade: Pourquoi coupe-t-on lвЂ™accГЁs Г  internet aux personnes infectГ©s du #Coronavirus ? Vous ne participez pas Г  rassurer lвЂ¦ https://t.co/jv38MLjgw1,low,NA,NA,NA,NA,0,0,fr,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MГ©xico,NA,NA,2279453930,Rayo GuzmГЎn рџ‡Ірџ‡Ѕ,0,"Escritora, amo los tacos рџЊ®, los рџђ• perros y viajar вњ€пёЏautora de 8 libros рџ“љрџђ•вњ€пёЏInstagram: rayoguzmanescritora вљЎпёЏрџ‡Ірџ‡Ѕ no uso MD",http://rayoguzman.com,http://pbs.twimg.com/profile_images/1221159523253092353/BSt3mxpI_normal.jpg,NA,NA,NA,17899,5495,4104,31502,15,NA,2014-01-06 18:42:41
39117,39117,1257644134279589888,1588680702,2020-05-05 12:11:42,Girlonatrain,RT @netpol: Lancashire Police have cancelled coronavirus fines handed to Shazia Zahieer and Tayyba Arif a week into the lockdowвЂ¦ https://t.co/Xu0gjaL9Os,low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",Lancaster,NA,NA,20976878,Girlonatrain,0,Far too shy,,http://pbs.twimg.com/profile_images/78777509/mypictr_last.fm_normal.jpg,NA,NA,NA,27898,385,235,1484,39,NA,2009-02-16 11:01:22
27114,27114,1246772551520522240,1586088714,2020-04-05 12:11:54,angiealix,RT @Marceaumnh: Apparemment Г§a attaque le cerveau aussi le coronavirus,low,NA,NA,NA,NA,0,0,fr,,NA,1246692344692441088,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,NA,NA,1472842044,рџ¦њ,0,,,http://pbs.twimg.com/profile_images/1210643202493091846/TtEFkAx3_normal.jpg,NA,NA,NA,12152,233,218,13075,3,NA,2013-05-31 19:07:02
20735,20735,1246771340285284352,1586088426,2020-04-05 12:07:06,augustami,"RT @narendramodi: Found this very creative video on Instagram, made by Rupin-Vasu. LetвЂ™s unite and defeat Coronavirus. #9pm9minute   https://t.co/P0qw5kyc66",low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Hindi hain Hum,NA,NA,89536706,Techie Singhрџ’™,0,"Observer ,Right Thinker and a high flyer . I believe people supporting AAP have the lowest IQ . Modi is not an option for India, he is a necessity.",,http://pbs.twimg.com/profile_images/557942057398845440/Dc-UdW7o_normal.jpeg,NA,NA,NA,31431,232,1293,17655,12,NA,2009-11-12 20:48:18
12719,12719,1235538564689035264,1583410323,2020-03-05 12:12:03,Iwumbo723,RT @WFLA: Is your meth contaminated with coronavirus? This Florida police dept. will test it for free https://t.co/gMbeqKzWcC https://t.co/xzt8utNSW2,low,0,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Miami, FL",NA,NA,1065783520403095552,BrianвЃ¶р“…“,0,M.I.AрџЊґ || 22 || рџ¦†,https://www.instagram.com/iwumbo723/?hl=en,http://pbs.twimg.com/profile_images/1225608014914359297/fTi5IILm_normal.jpg,NA,NA,NA,3809,34,152,9855,0,NA,2018-11-23 01:46:07
11537,11537,1235538403309113344,1583410285,2020-03-05 12:11:25,Griseline1,The latest What's up in San Francisco! https://t.co/F63MlAvCiz Thanks to @DonaldKochan @BloombergAU #waituntiltheappocalypse #coronavirus,low,0,NA,NA,NA,0,0,en,,NA,NA,"<a href=""https://paper.li"" rel=""nofollow"">Paper.li</a>","Manchester, UK",NA,NA,546787944,Griseline,0,Angry and frightened EU citizen in the UK.,http://www.wanelo.com/griseline,http://pbs.twimg.com/profile_images/2049472080/line_normal.jpg,NA,NA,NA,135928,394,198,5869,128,NA,2012-04-06 10:38:23
33088,33088,1257642853368360960,1588680396,2020-05-05 12:06:36,nick_finnegan,RT @Number10cat: My favourite coronavirus cartoon (do any of my followers know who drew it?) https://t.co/RisgF3Zzwv,low,0,NA,NA,NA,0,0,en,,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,NA,NA,630969130,Nicholas Finnegan,0,Glad no one takes anything seriously on here,,http://pbs.twimg.com/profile_images/1153695375838142464/GfLIcg6n_normal.jpg,NA,NA,NA,4383,162,1067,6529,1,NA,2012-07-09 10:06:23
2543,2543,1235537142123827200,1583409984,2020-03-05 12:06:24,Cleuza23019745,RT @RTultimahora: ГљLTIMA HORA:  Tres muertos y mГЎs de 240 casos confirmados: nuevo balance del coronavirus en EspaГ±aвЂ¦ https://t.co/oRS1Visi08,low,NA,NA,NA,NA,0,0,es,,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RibeirГЈo Preto, Brasil",NA,NA,1176651234335514624,CleuzaBapti,0,"AlГґ, polГ­ticos corruptos! A corrupГ§ГЈo de vocГЄs nos mata todos os dias.",,http://pbs.twimg.com/profile_images/1201862305367121920/frZrNaKm_normal.jpg,NA,NA,NA,45719,178,727,3300,0,NA,2019-09-25 00:15:14
2616,2616,1235537152118841344,1583409986,2020-03-05 12:06:26,OriWendeler6,"RT @celedonf: Soy mГ©dico y vivo en Italia en donde hay mГЎs de 2200 casos de coronavirus. En la Toscana, mi regiГіn de residencia,вЂ¦ https://t.co/5OqdUJ8ZSY",low,NA,NA,NA,NA,0,0,es,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,NA,NA,922344962,Oriana.,0,EducaciГіn Primaria рџ“љ 21 aГ±os.  Leo в™Њ Siempre vos.,,http://pbs.twimg.com/profile_images/1128159883394678785/coyoKkjU_normal.jpg,NA,NA,NA,23350,382,340,2187,0,NA,2012-11-03 03:24:43
21808,21808,1246771545378340864,1586088474,2020-04-05 12:07:54,pamelar11632792,RT @LordeVoIdemort: jorge e mateus fazendo mais pra proteger o brasil do coronavirus do que o prГіprio presidente,low,NA,NA,NA,NA,0,0,pt,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EspГ­rito Santo, Brasil",NA,NA,990734023134728192,Pam Rodrigues рџђ�рџЌ·рџ’њрџ’›,0,,,http://pbs.twimg.com/profile_images/1236670391340457984/kGEUubUP_normal.jpg,NA,NA,NA,13150,205,412,39013,0,NA,2018-04-29 23:26:12
32863,32863,1257642805452845056,1588680385,2020-05-05 12:06:25,JSchilderswijk,"86 overleden mensen die het Coronavirus hadden inclusief mense met complicaties .  Vandaag zijn er ook 420 andere mensen overleden  aan kanker/MS/ouderdom/Longziektes en andere ,vergeet hen niet .  En nu de #lochdown eraf @MinPres",low,NA,NA,NA,NA,0,0,nl,,NA,1257641236640522240,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,NA,NA,1252681138008723456,JackSchilderswijk,0,Den Haag Schilderswijk,,http://pbs.twimg.com/profile_images/1256290898616430593/MybBzL7v_normal.jpg,NA,NA,NA,2494,114,325,697,0,NA,2020-04-21 19:30:48
34936,34936,1257643252733194240,1588680491,2020-05-05 12:08:11,pennythame,"RT @BenjaminNorton: The world, and history, will never forget how, in the middle of the coronavirus pandemic, as thousands of its own cвЂ¦ https://t.co/C5SAA7GuTr",low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,NA,NA,609366474,live4today,0,"there is not much to know about me but i like to know about others; i try to spread justice, support dignity and promote equality - RTs = sharing not endorsing.",,http://pbs.twimg.com/profile_images/476232122361860098/XnjBwd7K_normal.jpeg,NA,NA,NA,22150,495,2980,12795,118,NA,2012-06-15 17:31:10
18161,18161,1246770831390388224,1586088304,2020-04-05 12:05:04,ujin0197,"RT @BBCLBicker: Out of South KoreaвЂ™s 81 newly confirmed coronavirus cases, 40 are overseas arrivals.",low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dublin City, Ireland",NA,NA,889039592,м •мњ м§„(YUJIN),0,,,http://pbs.twimg.com/profile_images/537633692928077824/YEVL1GPc_normal.jpeg,NA,NA,NA,73,41,137,99,0,NA,2012-10-18 14:58:42
33218,33218,1257642880392364032,1588680403,2020-05-05 12:06:43,mtrobbin,RT @PleaseGoAwaySir: My dadвЂ™s $1200 coronavirus check from Trump just went toward his coronavirus cremation   #MAGAts #COVID19 #coronavirus #TrumpOwnsEveryDeath,low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,NA,NA,44985404,Matt,0,,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,NA,NA,NA,6740,24,190,9898,0,NA,2009-06-05 20:20:27
20526,20526,1246771298019180544,1586088415,2020-04-05 12:06:55,DanielleRiveraM,"RT @JoeBiden: Donald Trump is not responsible for the coronavirus, but he is responsible for failing to prepare our nation to respond to it.",low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ГњT: 33.890923,-117.88066",NA,NA,252459293,Danielle Rivera,0,be good. do good. have fun. рџ‡µрџ‡·,,http://pbs.twimg.com/profile_images/856808341024198657/Eb-mZ4Jh_normal.jpg,NA,NA,NA,776,92,359,1144,0,NA,2011-02-15 07:05:15
9311,9311,1235538086953725952,1583410209,2020-03-05 12:10:09,paulstpancras,Emergency coronavirus talks held on the possibility of parliament closing вЂў  https://t.co/qPyOvCfZAZ вЂў,low,0,NA,NA,NA,0,0,en,,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Central London,NA,NA,18891281,PaulStPancras #NHS #COP26 #Rejoin рџ‡Єрџ‡є,0,'Twas ever thus #NotMyPM #COP21 #NHS #Rejoin,,http://pbs.twimg.com/profile_images/1223426381704581121/cbf0h0DH_normal.jpg,NA,NA,NA,370420,7096,7480,152848,446,NA,2009-01-12 04:26:33
46851,46851,1268877985601523712,1591359061,2020-06-05 12:11:01,viviengreenlee1,RT @mmaher70: Gavin Williamson under fire over free school meal cuts during coronavirus outbreak  This is how Tories care for pooвЂ¦ https://t.co/aeEe9QYbpq,low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Northern Ireland, United Kingd",NA,NA,4813903696,vivien greenleesрџђџрџ•·рџ‡Єрџ‡є,0,,,http://pbs.twimg.com/profile_images/1220309119627862016/cfVNBAnD_normal.jpg,NA,NA,NA,54462,625,1081,69611,1,NA,2016-01-15 12:00:13
47249,47249,1268878158700388352,1591359102,2020-06-05 12:11:42,levymt29,RT @barstoolsports: New York City Had 0 Confirmed Coronavirus Deaths Yesterday For The First Time Since March 11thвЂ¦ https://t.co/0JdOTQYhK9,low,0,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,NA,NA,1713308708,Matt Levy,0,"We're not retreating, we're advancing towards future victory.",,http://pbs.twimg.com/profile_images/1150543686805180417/H8wsb4_S_normal.jpg,NA,NA,NA,5341,71,293,25420,2,NA,2013-08-30 17:31:55
25095,25095,1246772169985548288,1586088623,2020-04-05 12:10:23,sukamaklumat,RT @borzou: Greece places second refugee camp into lockdown after migrant tests positive for coronavirus https://t.co/gcFWJaaYvq,low,0,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ipoh,NA,NA,178231012,"sky-juice, not married yet, videography",0,"Wartawan Malaysia mahu bahan berita, maklumat mesejlah saya Middle East Issues, latest News, Films, Car, New Songs. ++Sila melangganlah youtube Tv Megat Melayu+",,http://pbs.twimg.com/profile_images/1228946417219059712/9mzpJ3N7_normal.jpg,NA,NA,NA,28587,387,2372,43288,0,NA,2010-08-14 05:41:29
20370,20370,1246771260501229568,1586088407,2020-04-05 12:06:47,Auk150,Matt Hancock : Coronavirus blocked 7 year old DennyвЂ™s plans for life-saving cancer treatment! Please help! - Sign the Petition! https://t.co/538GR8iv8u via @UKChange,low,0,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,NA,NA,3207344661,Keith Austin,0,,,http://pbs.twimg.com/profile_images/1162665457628995586/xRWT0TdN_normal.jpg,NA,NA,NA,1081,180,460,19990,1,NA,2015-04-25 19:28:15
38522,38522,1257644011294199808,1588680672,2020-05-05 12:11:12,wes_kibet,"RT @Sam_Lulli: BREAKING: Kenya confirms 45 new coronavirus cases, total sharply rises to 535",low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Earth,NA,NA,440601702,Wesley Kibet,0,Ardent Man United supporter and a champion for Climate Action  #SDGs #ClimateChange #KOT #MUFC,,http://pbs.twimg.com/profile_images/1226410649699442688/QLKDu6DV_normal.jpg,NA,NA,NA,9180,16413,14026,27932,17,NA,2011-12-19 06:00:08
58460,58460,1313089369989951488,1601899876,2020-10-05 12:11:16,ShirleyCallis,@cbouzy The coronavirus candidate has spoken.,low,NA,NA,NA,NA,0,0,en,cbouzy,1313075921302237184,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Columbia, MD / Va Beach, Va",NA,NA,1609148748,Shirley Callis,0,"Husband, father and fitness professional. #beatles #birdwatching #Resist",,http://pbs.twimg.com/profile_images/1280291698212470785/0ZOXL750_normal.jpg,NA,NA,NA,8220,290,564,66043,14,NA,2013-07-20 22:34:22
10769,10769,1235538292818362368,1583410258,2020-03-05 12:10:58,osei1977,RT @tariqnasheed: I find it interesting that no Black people have the coronavirus (from my research). The 3 cases of the CoronavirusвЂ¦ https://t.co/a3mGtazEle,low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","England, United Kingdom",NA,NA,3015110439,osei,0,Just me,,http://pbs.twimg.com/profile_images/1028287362659479554/YyRE6yfE_normal.jpg,NA,NA,NA,3009,15,68,994,0,NA,2015-02-03 19:36:35
4645,4645,1235537437226668032,1583410054,2020-03-05 12:07:34,WilliamAMidi,Carla Bruni a tentГ© une blague sur le coronavirus. @AntoniRuizz vous en parle dans le journal people ! #WAM https://t.co/vJAEXbzBwh,low,0,NA,NA,NA,0,0,fr,,NA,NA,"<a href=""http://wildmoka.com"" rel=""nofollow"">Wildmoka</a>",France,NA,NA,778396658,William Г  Midi,1,Votre rendez-vous Г  l'heure du dГ©jeuner ! #WAM рџ—“пёЏ Du lundi au vendrediвЊљпёЏ12:45  рџ“є@c8tv,http://replay.c8.fr/program/toutes-les-emissions/william-a-midi/1090,http://pbs.twimg.com/profile_images/1034015108832407552/tuY3DYHC_normal.jpg,NA,NA,NA,11693,76316,31,4098,464,NA,2012-08-24 15:22:00
51033,51033,1279749304630956032,1593950985,2020-07-05 12:09:45,PIBRaipur,RT @airnewsalerts: #Bangladesh: Death toll due to #Coronavirus crosses 2000-mark with 55 deaths and 2738 new infections. Total infectiвЂ¦ https://t.co/ycE8bdPrOn,low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Raipur, India",NA,NA,902114498437275648,PIB in Chhattisgarh,1,"Official Twitter account of Press Information Bureau @PIB_India, Ministry of I&B @MIB_India, Government of India, Raipur, Chhattisgarh",http://pib.nic.in,http://pbs.twimg.com/profile_images/1243117462582771712/TwP0sCeB_normal.jpg,NA,NA,NA,27447,3028,149,11991,20,NA,2017-08-28 10:23:51
35051,35051,1257643277362311168,1588680497,2020-05-05 12:08:17,NessNasty_,"RT @dabeard: As #coronavirus cases spike in Russia, doctors say they need PPEs. 2 doctors who shed light on the woeful lack of PвЂ¦ https://t.co/6SWN9zSK7R",low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,NA,NA,610480492,StalliвЂ™ Chan рџ’•,0,#Ohso5ine рџђ©,,http://pbs.twimg.com/profile_images/1241723373442543617/v7Epis1S_normal.jpg,NA,NA,NA,25904,649,569,27582,2,NA,2012-06-17 03:35:57
14628,14628,1235538831836729344,1583410387,2020-03-05 12:13:07,pumascol71,RT @mario_dico50: Ssa confirma 4 casos de sarampiГіn en la Ciudad de MГ©xico via El Universal https://t.co/zPeqzcvYvu. AL CORONAVIRUS SвЂ¦ https://t.co/dOCbTUZbCG,low,0,NA,NA,NA,0,0,es,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Monterrey, Nuevo LeГіn",NA,NA,3534304405,el cacas,0,,,http://pbs.twimg.com/profile_images/1227074919596359680/1i_Sz1nn_normal.jpg,NA,NA,NA,33641,218,897,16253,2,NA,2015-09-12 04:48:48
13865,13865,1235538726211600384,1583410362,2020-03-05 12:12:42,MillettValerie,"RT @ryanstruyk: Trump just said the WHO estimate of a 3.4 percent coronavirus death rate globally is ""really a false number"" addingвЂ¦ https://t.co/626ezTg3Cr",low,NA,NA,NA,NA,0,0,en,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",United States,NA,NA,1175449342234128384,Freelance Photographer,0,Roaming with my camera. Upholding my First Amendment Right by providing public oversight.,,http://pbs.twimg.com/profile_images/1175449626817679360/hPbo7zTr_normal.jpg,NA,NA,NA,47092,108,410,45661,1,NA,2019-09-21 16:39:07
32572,32572,1257642743343525888,1588680370,2020-05-05 12:06:10,jopama_ec,RT @ActualidadRT: CientГ­ficos israelГ­es logran identificar un anticuerpo que ataca el #coronavirus y puede ser usado para crear un trвЂ¦ https://t.co/7VcZFEb1bc,low,NA,NA,NA,NA,0,0,es,,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ecuador,NA,NA,242359655,Joel Palma рџ�·,0,"PolГ­tica, actualidad, deportes, farГЎndula, etc. Contra el socialismo en AmГ©rica Latina y el mundo. #YoMeQuedoEnCasa para evitar la propagaciГіn del coronavirus.",,http://pbs.twimg.com/profile_images/1248705302255620101/bvNlaFJ5_normal.jpg,NA,NA,NA,107644,924,1015,20488,23,NA,2011-01-24 16:11:01
34247,34247,1257643093270106112,1588680453,2020-05-05 12:07:33,Nator47466203,"RT @matthewbennett: 4. En el sector servicios, el grГЎfico del paro registrado debido al Coronavirus ha destrozado toda la creaciГіn de eвЂ¦ https://t.co/UHsdys35Jk",low,NA,NA,NA,NA,0,0,es,,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,NA,NA,1025714246376673280,Ricardo,0,,,http://pbs.twimg.com/profile_images/1252225242405240833/3O066g1M_normal.jpg,NA,NA,NA,32807,1196,1766,59243,1,NA,2018-08-04 12:05:07
12284,12284,1235538506212151296,1583410309,2020-03-05 12:11:49,mlle_zohra_,RT @_Houdacieuse: Quand jвЂ™me retiens de tousser pour pas quвЂ™on croit que jвЂ™ai le coronavirus,low,NA,NA,NA,NA,0,0,fr,,NA,1223724862948044800,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lille, France",NA,NA,4843189271,zoрџЋ­,0,,,http://pbs.twimg.com/profile_images/1234854046126821378/7TX0upiF_normal.jpg,NA,NA,NA,1597,122,181,2288,0,NA,2016-01-24 20:23:41
41109,41109,1257644554888581120,1588680802,2020-05-05 12:13:22,DNALaboratory20,RT @DathosBD: CORONAVIRUS #COVID19 Comportamiento del patГіgeno en cuanto a nГєmero de Casos y Fallecidos por Covid durante las semвЂ¦ https://t.co/nJncHKBny4,low,NA,NA,NA,NA,0,0,es,,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Paris,NA,NA,1239654906199498752,в™ЈпёЏрџ‡єрџ‡ѕрџ‡Єрџ‡єрџ‡Ёрџ‡­рџ‡Єрџ‡ёрџ‡®рџ‡±,0,"Nous sommes le laboratoire que vous ne vouliez pas embaucher. 119 r St Jacques, 75005 Paris Ouvert jusqu'Г  20h",http://www.dnalabs.fr,http://pbs.twimg.com/profile_images/1243295533340471296/XMs1aM8S_normal.jpg,NA,NA,NA,19773,1018,1255,23945,0,NA,2020-03-16 20:49:50
